jittered_title,seed_title,onet_code,onet_name
Avionics Electronics Mechanic - Aircraft Maintenance,Electronics Mechanic,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
Electronics Mechanic - Telecommunications Equipment (Field Work),Electronics Mechanic,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
Professional Baseball Pitcher - Independent League,Baseball Pitcher,27-2021.00,Athletes and Sports Competitors
Baseball Pitching Coach - Travel Team (Youth),Baseball Pitcher,27-2021.00,Athletes and Sports Competitors
Pitcher - Collegiate Summer Baseball League,Baseball Pitcher,27-2021.00,Athletes and Sports Competitors
Baseball Pitcher Wanted - Competitive Adult Team,Baseball Pitcher,27-2021.00,Athletes and Sports Competitors
Minor League Baseball Pitcher - Spring Training Opportunity,Baseball Pitcher,27-2021.00,Athletes and Sports Competitors
Certified Oral Surgery Assistant (COSA) - Full-Time,Oral Surgery Assistant,31-9091.00,Dental Assistants
Oral and Maxillofacial Surgery Assistant - Orthognathic Experience,Oral Surgery Assistant,31-9091.00,Dental Assistants
Dental Assistant - Oral Surgery Specialty,Oral Surgery Assistant,31-9091.00,Dental Assistants
Oral Surgery Dental Assistant - Implant Experience Preferred,Oral Surgery Assistant,31-9091.00,Dental Assistants
Surgical Assistant - Oral and Maxillofacial Surgery Practice,Oral Surgery Assistant,31-9091.00,Dental Assistants
Criminal Investigator (CI) - Federal Law Enforcement,Criminal Investigator,33-3021.00,Detectives and Criminal Investigators
Senior Criminal Investigator - Financial Crimes Unit,Criminal Investigator,33-3021.00,Detectives and Criminal Investigators
"Criminal Investigator - State Police - $65,000/year",Criminal Investigator,33-3021.00,Detectives and Criminal Investigators
Digital Forensics Criminal Investigator - Cybercrime Division,Criminal Investigator,33-3021.00,Detectives and Criminal Investigators
Experienced Criminal Investigator Wanted - Private Investigation Firm,Criminal Investigator,33-3021.00,Detectives and Criminal Investigators
Aircraft Maintenance Technician (AML) - Jet Engine Specialist,Aircraft Maintenance Technician (Aircraft Maintenance Tech),49-3011.00,Aircraft Mechanics and Service Technicians
A&P Mechanic - Aircraft Maintenance Tech - $30/hour,Aircraft Maintenance Technician (Aircraft Maintenance Tech),49-3011.00,Aircraft Mechanics and Service Technicians
Avionics Aircraft Maintenance Technician - Night Shift,Aircraft Maintenance Technician (Aircraft Maintenance Tech),49-3011.00,Aircraft Mechanics and Service Technicians
Aircraft Maintenance Tech (Structures) - Immediate Opening,Aircraft Maintenance Technician (Aircraft Maintenance Tech),49-3011.00,Aircraft Mechanics and Service Technicians
Senior Aircraft Maintenance Technician - Quality Control Inspector,Aircraft Maintenance Technician (Aircraft Maintenance Tech),49-3011.00,Aircraft Mechanics and Service Technicians
Interventional Neuroradiologist - Endovascular Specialist,Interventional Neuroradiologist,29-1224.00,Radiologists
Neuroradiology Faculty Position - Interventional Focus,Interventional Neuroradiologist,29-1224.00,Radiologists
Interventional Neuroradiologist - Academic Medical Center,Interventional Neuroradiologist,29-1224.00,Radiologists
Neurointerventional Radiologist - Join Our Team of Experts,Interventional Neuroradiologist,29-1224.00,Radiologists
Interventional Neuroradiology Fellowship Trained - Private Practice Opportunity,Interventional Neuroradiologist,29-1224.00,Radiologists
Thoracic Surgeon - Cardiothoracic Surgery Division,Thoracic Surgeon,29-1249.00,"Surgeons, All Other"
"Surgical Director, Thoracic Surgery - Leadership Opportunity",Thoracic Surgeon,29-1249.00,"Surgeons, All Other"
Thoracic Surgeon - Lung Transplant Program,Thoracic Surgeon,29-1249.00,"Surgeons, All Other"
Board Certified Thoracic Surgeon - Private Practice,Thoracic Surgeon,29-1249.00,"Surgeons, All Other"
Attending Thoracic Surgeon - Academic Medical Center (Teaching Hospital),Thoracic Surgeon,29-1249.00,"Surgeons, All Other"
Molding Line Operator - Injection Molding - 2nd Shift,Molding Line Operator,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic"
Extrusion Molding Line Operator - Manufacturing,Molding Line Operator,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic"
Molding Line Operator (Blow Molding) - Entry Level,Molding Line Operator,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic"
"Senior Molding Line Operator - Team Lead - $50,000/year",Molding Line Operator,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic"
Molding Line Operator - Rotational Shifts - Plastic Manufacturing,Molding Line Operator,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic"
Forester - Forest Management Planning,Forester,19-1032.00,Foresters
Senior Forester - Urban Forestry Initiative,Forester,19-1032.00,Foresters
Forestry Technician or Forester - Timber Management,Forester,19-1032.00,Foresters
Forester (Remote Sensing & GIS) - Forestry Consulting Firm,Forester,19-1032.00,Foresters
State Forester - Division of Forestry (Government Role),Forester,19-1032.00,Foresters
Marine Rigger - Shipyard Operations (Experience Required),Marine Rigger,49-9096.00,Riggers
Rigger/Scaffolder - Marine Construction Projects,Marine Rigger,49-9096.00,Riggers
Senior Marine Rigger - Offshore Wind Farm Installation,Marine Rigger,49-9096.00,Riggers
Marine Rigger - Yacht Maintenance & Repair (Seasonal),Marine Rigger,49-9096.00,Riggers
Lead Rigger - Marine & Industrial Services (Night Shift),Marine Rigger,49-9096.00,Riggers
Registered Radiation Therapist - Radiation Oncology Department,Registered Radiation Therapist,29-1124.00,Radiation Therapists
"Rad Therapist - Full-Time, Competitive Salary & Benefits",Registered Radiation Therapist,29-1124.00,Radiation Therapists
Senior Radiation Therapist - Cancer Treatment Center,Registered Radiation Therapist,29-1124.00,Radiation Therapists
Radiation Therapist (Per Diem) - Flexibility & Variety,Registered Radiation Therapist,29-1124.00,Radiation Therapists
Registered Radiation Therapist - Linear Accelerator Experience Preferred,Registered Radiation Therapist,29-1124.00,Radiation Therapists
Conductor or Brakeman - Railroad Operations (Entry-Level),Railroad Brakeman,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers"
Freight Railroad Brakeman - No Experience Necessary (Training),Railroad Brakeman,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers"
Brakeman/Conductor - Passenger Railroad Services,Railroad Brakeman,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers"
Railroad Brakeman - Local Freight Train Crew (Night Shift),Railroad Brakeman,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers"
Senior Brakeman - Railroad Switching Operations (Lead Role),Railroad Brakeman,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers"
Public Relations Manager - Media Relations & Crisis Communications,Public Relations Manager (PR Manager),11-2032.00,Public Relations Managers
Senior PR Manager - Corporate Communications & Branding,Public Relations Manager (PR Manager),11-2032.00,Public Relations Managers
PR Manager - Non-Profit Organization (Fundraising & Events),Public Relations Manager (PR Manager),11-2032.00,Public Relations Managers
Public Relations Manager - Social Media & Content Creation,Public Relations Manager (PR Manager),11-2032.00,Public Relations Managers
"Executive Director, Public Relations - Global Communications Team (Strategic Role)",Public Relations Manager (PR Manager),11-2032.00,Public Relations Managers
Medical Social Worker MSW - Hospice Care (Full-Time),Medical Social Worker,21-1022.00,Healthcare Social Workers
Senior Medical Social Worker - Pediatric Hospital Setting,Medical Social Worker,21-1022.00,Healthcare Social Workers
Medical Social Worker (LCSW) - Skilled Nursing Facility,Medical Social Worker,21-1022.00,Healthcare Social Workers
"Social Worker, Medical - Renal Transplant Team",Medical Social Worker,21-1022.00,Healthcare Social Workers
Medical Social Worker - Home Health (Per Diem),Medical Social Worker,21-1022.00,Healthcare Social Workers
Residential Energy Rater - HERS Rater Certification Required,Energy Rater,47-4011.01,Energy Auditors
Energy Auditor/Rater - Multifamily Buildings,Energy Rater,47-4011.01,Energy Auditors
Energy Rater & Consultant - Commercial Buildings,Energy Rater,47-4011.01,Energy Auditors
Energy Efficiency Rater - Field-Based Opportunity,Energy Rater,47-4011.01,Energy Auditors
HERS Energy Rater - New Home Construction (Part-Time),Energy Rater,47-4011.01,Energy Auditors
Luxury Limo Driver (Black Car Service) - Airport Runs,Limo Driver (Limousine Driver),53-3053.00,Shuttle Drivers and Chauffeurs
Limousine Driver - Wedding and Prom Season (Part-Time),Limo Driver (Limousine Driver),53-3053.00,Shuttle Drivers and Chauffeurs
Executive Limo Driver - Corporate Events (Full-Time),Limo Driver (Limousine Driver),53-3053.00,Shuttle Drivers and Chauffeurs
Limo Driver (Limousine Chauffeur) - High-End Clientele,Limo Driver (Limousine Driver),53-3053.00,Shuttle Drivers and Chauffeurs
Chauffeur/Limo Driver - Private Family (Live-In Optional),Limo Driver (Limousine Driver),53-3053.00,Shuttle Drivers and Chauffeurs
Warehouse Delivery Driver - Class B CDL Required,Warehouse Driver,53-3033.00,Light Truck Drivers
Warehouse Driver - Forklift Operator (Day Shift),Warehouse Driver,53-3033.00,Light Truck Drivers
Non-CDL Warehouse Driver - Local Deliveries (No Overnight),Warehouse Driver,53-3033.00,Light Truck Drivers
Warehouse Driver/Material Handler - 2nd Shift,Warehouse Driver,53-3033.00,Light Truck Drivers
Warehouse Driver - Tractor Trailer Experience Preferred,Warehouse Driver,53-3033.00,Light Truck Drivers
Streetcar Operator - Transportation Department (Full-Time),Streetcar Operator,53-4041.00,Subway and Streetcar Operators
Light Rail Streetcar Operator - No Experience Necessary (Training),Streetcar Operator,53-4041.00,Subway and Streetcar Operators
"Streetcar Driver/Operator - Part-Time, Weekends Only",Streetcar Operator,53-4041.00,Subway and Streetcar Operators
Transit Streetcar Operator - Seniority-Based Scheduling,Streetcar Operator,53-4041.00,Subway and Streetcar Operators
Streetcar Operator - Historic Downtown Route (Seasonal),Streetcar Operator,53-4041.00,Subway and Streetcar Operators
"Emergency Medical Technician (EMT-B) - Part-Time, Variable Shifts",Emergency Medical Technician (EMT),29-2042.00,Emergency Medical Technicians
"EMT-Paramedic - Relocate to Denver, CO for Competitive Pay",Emergency Medical Technician (EMT),29-2042.00,Emergency Medical Technicians
"Full-Time Emergency Medical Technician (EMT) Needed - $2,500 Sign-On Bonus",Emergency Medical Technician (EMT),29-2042.00,Emergency Medical Technicians
Emergency Medical Technician - EMT (Basic Life Support) - PRN,Emergency Medical Technician (EMT),29-2042.00,Emergency Medical Technicians
Lead EMT - Emergency Medical Services (EMS) - Career Advancement Opportunities,Emergency Medical Technician (EMT),29-2042.00,Emergency Medical Technicians
Family & Community Development Specialist - Extension Agent,Family Development Extension Specialist,25-9021.00,Farm and Home Management Educators
Extension Specialist - Family Development (Grant-Funded Position),Family Development Extension Specialist,25-9021.00,Farm and Home Management Educators
Family Development Extension Specialist - Focus on Underserved Communities,Family Development Extension Specialist,25-9021.00,Farm and Home Management Educators
Youth and Family Development Specialist - 4-H Programs,Family Development Extension Specialist,25-9021.00,Farm and Home Management Educators
Family Development Extension Specialist - Professor/Extension Specialist (Tenure-Track),Family Development Extension Specialist,25-9021.00,Farm and Home Management Educators
Certified Refrigeration Operator (CRO) - Industrial Ammonia Refrigeration,Certified Refrigeration Operator,51-9193.00,Cooling and Freezing Equipment Operators and Tenders
Refrigeration Operator - Certified (Salary $65k - $80k),Certified Refrigeration Operator,51-9193.00,Cooling and Freezing Equipment Operators and Tenders
"Operator, Refrigeration (Certified) - 2nd Shift",Certified Refrigeration Operator,51-9193.00,Cooling and Freezing Equipment Operators and Tenders
Certified Refrigeration Operator - Food Processing Facility,Certified Refrigeration Operator,51-9193.00,Cooling and Freezing Equipment Operators and Tenders
Senior Refrigeration Operator - Certified (CARO or CRO),Certified Refrigeration Operator,51-9193.00,Cooling and Freezing Equipment Operators and Tenders
Precision Farming Coordinator - Agronomy Department,Precision Farming Coordinator,19-4012.01,Precision Agriculture Technicians
Farm Precision Coordinator - Data Analysis & Mapping,Precision Farming Coordinator,19-4012.01,Precision Agriculture Technicians
Precision Agriculture Coordinator - Crop Monitoring Systems,Precision Farming Coordinator,19-4012.01,Precision Agriculture Technicians
Precision Farming & Technology Coordinator - Variable Rate Applications,Precision Farming Coordinator,19-4012.01,Precision Agriculture Technicians
Agricultural Precision Farming Coordinator - GIS Mapping & GPS,Precision Farming Coordinator,19-4012.01,Precision Agriculture Technicians
Forensic Audio/Video Analyst - Expert Testimony,Forensic Audiologist,29-1181.00,Audiologists
